รหัส,ที่มา,วันที่,โครงการ,ประเภท,ห้อง,ตรม.,ชั้น,เช่า,ขาย,ทำเล,สถานี,ต้นทาง,เจ้าของ,ที่โพสต์,เพจ,หมายเหตุ
PTP6463,ชีท,22/12/2025,Amanta Residence Ratchada–Huai Khwang (อมรันทา เรสซิเดนท์ รัชดา–ห้วยขวาง),คอนโด,2 Bed 2 Bath,63,4,"40,000",,"รัชดา, ห้วยขวาง","MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร",https://www.facebook.com/share/p/1C4gL5tnZJ/,https://www.facebook.com/meaning.tidtor/,https://www.facebook.com/share/p/1Zv1dae5Cf/?mibextid=wwXIfr,https://www.facebook.com/share/p/1HNbg1Vhpp/?mibextid=wwXIfr,อมรันทา เรสซิเดนท์
PTP6462,ชีท,22/12/2025,Noble Ora Thonglor (โนเบิล ออรา ทองหล่อ ),คอนโด,2 Bed 2 Bath,140,9,"65,000",,"ทองหล่อ, อโศก, สุขุมวิท",BTS ทองหล่อ,https://www.facebook.com/share/p/1AY4EyZZWo/?mibextid=wwXIfr,https://www.facebook.com/Ninkatcharawan/,https://www.facebook.com/share/p/17rG3VcGQX/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Mm6VfAsc2/?mibextid=wwXIfr,
PTP6461,ชีท,22/12/2025,Baan Suan Thon Ratchada 36 (บ้านสวนธน รัชดา 36),คอนโด,1 Bed 1 Bath,50,5,"11,000",,"รัชดา, ห้วยขวาง, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_bjyyfyC.html,,https://www.facebook.com/share/p/1ADvMrrvbD/?mibextid=wwXIfr,https://www.facebook.com/share/p/17azGvbq4M/?mibextid=wwXIfr,
PTP6460,ชีท,22/12/2025,Circle Condominium (เซอร์เคิล คอนโดมิเนียม),คอนโด,1 Bed 1 Bath,45.3,21,"22,000",,"เพชรบุรีตัดใหม่, RCA, พระราม 9, มักกะสัน, นานา","ARL มักกะสัน, MRT เพชรบุรี, BTS นานา",https://www.livinginsider.com/istockdetail/DIoooI_CjbDICf.html,,https://www.facebook.com/share/p/17sHX796HT/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AFf3Kq3sL/?mibextid=wwXIfr,
PTP6459,ชีท,22/12/2025,Metro Luxe Rose Gold Sutthisan (เมโทร ลักซ์ โรสโกลด์ สุทธิสาร),คอนโด,1 Bed 1 Bath,34,,"13,500",,"รัชดา, ห้วยขวาง","BTS สะพานควาย, MRT สุทธิสาร",https://www.livinginsider.com/istockdetail/DIoooI_CeeoIeD.html,,https://www.facebook.com/share/p/15SzFAVfxwW/?mibextid=wwXIfr,https://www.facebook.com/share/p/1H52DjMDMW/?mibextid=wwXIfr,
PTP6458,ชีท,22/12/2025,A Space Sukhumvit 77 (เอ สเปซ สุขุมวิท 77),คอนโด,1 Bed 1 Bath,45.68,1,,"1,830,000","อ่อนนุช, อุดมสุข, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/1ACTQCaT8n/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1CUom9GTH9/?mibextid=wwXIfr,https://www.facebook.com/share/p/17qrJuUuZ3/?mibextid=wwXIfr,
PTP6457,ชีท,22/12/2025,Modern Townhome Udomsuk 39 (ทาวน์โฮม โมเดิร์น อุดมสุข 39),บ้าน,3 Bed 4 Bath,200,3,"36,000",,อุดมสุข,BTS อุดมสุข,https://www.facebook.com/share/1C5KpHhEKE/,https://www.facebook.com/nave.khorvanichakij/,https://www.facebook.com/share/p/1EdS4eUTcb/?mibextid=wwXIfr,https://www.facebook.com/share/p/17f7L9VAy6/?mibextid=wwXIfr,
PTP6456,ชีท,22/12/2025,Knightsbridge Prime Onnut (ไนท์บริดจ์ ไพร์ม อ่อนนุช),คอนโด,1 Bed 1 Bath,27,21,"19,000",,"อ่อนนุช, อุดมสุข",BTS อ่อนนุช,https://www.facebook.com/share/p/161AvoRUWX/,https://www.facebook.com/runglawan.wannasai/,https://www.facebook.com/share/p/1MbgxK8pYZ/?mibextid=wwXIfr,https://www.facebook.com/share/p/17iEP8KBzc/?mibextid=wwXIfr,KnightsBridge Prime Onnut
PTP6455,ชีท,22/12/2025,Baan Klang Muang Rama 9–Onnut (บ้านกลางเมือง พระราม 9–อ่อนนุช),บ้าน,3 Bed 3 Bath,30,3,"25,000",,"พระราม 9, อ่อนนุช, มักกะสัน","MRT พระราม 9, ARL มักกะสัน",https://www.facebook.com/share/p/17wvmYLiCp/,https://www.facebook.com/nid.phichamon/,https://www.facebook.com/share/p/17rkvtWMzX/?mibextid=wwXIfr,https://www.facebook.com/share/p/18EtxFYyRR/?mibextid=wwXIfr,บ้านกลางเมืองพระราม9-อ่อนนุช
PTP6454,ชีท,21/12/2025,Plum Sukhumvit 62 (พลัม สุขุมวิท 62),คอนโด,2 Bed 1 Bath,35,4,"18,000",,"อ่อนนุช, อุดมสุข, บางจาก, ปุณณวิถี","BTS บางจาก, BTS ปุณณวิถี",https://www.livinginsider.com/istockdetail/DIoooI_CjbbDgI.html,,https://www.facebook.com/share/p/1EZAnHXz5n/?mibextid=wwXIfr,https://www.facebook.com/share/p/17n3q7Mr9A/?mibextid=wwXIfr,
PTP6453,ชีท,21/12/2025,SOHO BANGKOK RATCHADA (โซโห​ แบงค็อก​ รัชดา),คอนโด,1 Bed 1 Bath,28,40,"18,000",,"รัชดา, ห้วยขวาง",MRT ห้วยขวาง,https://www.livinginsider.com/istockdetail/DIoooI_CyebbDy.html,,https://www.facebook.com/share/p/1C3ftqUU8z/?mibextid=wwXIfr,https://www.facebook.com/share/p/1A8oai2C7r/?mibextid=wwXIfr,
PTP6452,ชีท,21/12/2025,Skyrise Avenue Sukhumvit 64 (สกายไรส์ อเวนิว สุขุมวิท 64),คอนโด,Duplex 2 Bed 1 Bath,48,17,"40,000",,"อ่อนนุช, อุดมสุข, ปุณณวิถี, เจริญนคร","BTS ปุณณวิถี, BTS อุดมสุข, BTS กรุงธนบุรี",https://www.livinginsider.com/istockdetail/DIoooI_CICjyIo.html,,https://www.facebook.com/share/p/1KDzaZmkdz/?mibextid=wwXIfr,https://www.facebook.com/share/p/1GEqL6QUr3/?mibextid=wwXIfr,
PTP6451,ชีท,21/12/2025,One X Condo Sathorn–Sathupradit (วันเอ็กซ์ คอนโด สาทร–สาธุประดิษฐ์),คอนโด,1 Bed 1 Bath,31,8,,"2,390,000","สาทร, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_CjbDojj.html,,https://www.facebook.com/share/p/1CcqAV2Qoc/?mibextid=wwXIfr,https://www.facebook.com/share/p/17qrEuhP5z/?mibextid=wwXIfr,
PTP6450,ชีท,21/12/2025,The Capital Ekamai - Thonglor (เดอะ แคปิตอล เอกมัย - ทองหล่อ),คอนโด,1 Bed 1 Bath,30,12A,"17,000",,"เอกมัย, ทองหล่อ","BTS เอกมัย, BTS ทองหล่อ",https://www.livinginsider.com/istockdetail/DIoooI_CjbDoyo.html,,https://www.facebook.com/share/p/1ABbLBRGT2/?mibextid=wwXIfr,https://www.facebook.com/share/p/14RKuML3SUT/?mibextid=wwXIfr,
PTP6449,ชีท,21/12/2025,MARU EKKAMAI 2 (มารุ เอกมัย 2),คอนโด,1 Bed 1 Bath,30,22,"24,000",,"ทองหล่อ, อโศก, สุขุมวิท, เอกมัย","BTS เอกมัย, BTS ทองหล่อ",https://www.facebook.com/share/p/17QPRqhPxM/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1Bvi6wz2yr/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Bvi6wz2yr/?mibextid=wwXIfr,
PTP6448,ชีท,21/12/2025,Home Office Pattanakarn 39 (หมู่บ้านปรีชา 1),บ้าน,4 Bed 3 Bath,200,2,"44,000",,"พัฒนาการ ศรีนครินทร์, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร, BTS สายหลัก",https://www.livinginsider.com/istockdetail/DIoooI_CIyfyyI.html,,https://www.facebook.com/share/p/17hrMvtMua/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DRDDG6r3s/?mibextid=wwXIfr,
PTP6447,ชีท,21/12/2025,Lumpini Suite Phetchaburi - Makkasan (ลุมพินี สวีท เพชรบุรี - มักกะสัน),คอนโด,2 Bed 1 Bath,41,23,"25,000",,"เพชรบุรีตัดใหม่, RCA, พระราม 9, มักกะสัน, เพลินจิต","ARL มักกะสัน, MRT เพชรบุรี, BTS เพลินจิต",https://www.livinginsider.com/istockdetail/DIoooI_CIjbIbI.html,,https://www.facebook.com/share/p/1ADMwidz6J/?mibextid=wwXIfr,https://www.facebook.com/share/p/17epknBvJZ/?mibextid=wwXIfr,
PTP6446,ชีท,21/12/2025,Knightsbridge Prime Onnut (ไนท์บริดจ์ ไพร์ม อ่อนนุช),คอนโด,1 Bed 1 Bath,27,27,"18,000",,"อ่อนนุช, อุดมสุข",BTS อ่อนนุช,https://www.facebook.com/share/p/1B8YWF2PWh/,https://www.facebook.com/gkiwi.chew/,https://www.facebook.com/share/p/179gu9MAEc/?mibextid=wwXIfr,https://www.facebook.com/share/p/179gu9MAEc/?mibextid=wwXIfr,Knightsbridge Prime Onnut
PTP6445,ชีท,21/12/2025,IDEO Q Sukhumvit 36 (ไอดีโอ คิว สุขุมวิท 36),คอนโด,1 Bed 1 Bath,44.5,41,"41,000",,"ทองหล่อ, อโศก, สุขุมวิท, พร้อมพงษ์","BTS พร้อมพงษ์, BTS ทองหล่อ",https://www.facebook.com/share/p/17oWpzfJP2/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1DEBujLmwv/?mibextid=wwXIfr,https://www.facebook.com/share/p/1MP22rLRkx/?mibextid=wwXIfr,
PTP6444,ชีท,21/12/2025,Rhythm Sukhumvit 44/1 (ริทึ่ม สุขุมวิท 44/1),คอนโด,2 Bed 1 Bath,53,20,"40,000","9,700,000","อ่อนนุช, อุดมสุข, พระโขนง, เอกมัย","BTS พระโขนง, BTS เอกมัย",https://www.livinginsider.com/istockdetail/DIoooI_bffeoye.html,,https://www.facebook.com/share/p/1DKzn5epKa/?mibextid=wwXIfr,https://www.facebook.com/share/p/1D7xFKFasQ/?mibextid=wwXIfr,
PTP6443,ชีท,21/12/2025,Townhouse Sukhumvit 93 (ทาวน์เฮาส์ สุขุมวิท 93 แยก 11),บ้าน,2 Bed 3 Bath,25,2,"29,000",,"บางจาก, สุขุมวิท, ปุณณวิถี","BTS บางจาก, BTS ปุณณวิถี",https://www.facebook.com/share/p/16UtPsXju5/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1Bw1Pfs1G6/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CBx7eZD9D/?mibextid=wwXIfr,
PTP6442,ชีท,21/12/2025,The Nest Sukhumvit 22 (เดอะ เนสท์ สุขุมวิท 22),คอนโด,1 Bed 1 Bath,33,,"18,000",,"ทองหล่อ, อโศก, สุขุมวิท","BTS อโศก, MRT สุขุมวิท",https://www.facebook.com/share/p/1KYcTEqrS3/,https://www.facebook.com/somjin.huang/,https://www.facebook.com/share/p/1FDCYzcazL/?mibextid=wwXIfr,https://www.facebook.com/share/p/1JnQWzJJYG/?mibextid=wwXIfr,The Nest Sukhumvit 22
PTP6441,ชีท,21/12/2025,Areena Garden Village (หมู่บ้านอารีน่า การ์เด้น),บ้าน,3 Bed 3 Bath,300,2,"38,000",,"บางจาก, อ่อนนุช","BTS บางจาก, BTS อ่อนนุช",https://www.facebook.com/share/p/1HiyEu34YF/,https://www.facebook.com/kanya.thanutanatip/,https://www.facebook.com/share/p/1Ge1md1X3t/?mibextid=wwXIfr,https://www.facebook.com/share/161WrwDMZh/?mibextid=wwXIfr,อารีน่าการ์เดนท์ อ่อนนุช 44
PTP6440,ชีท,21/12/2025,Life Asoke Rama 9 (ไลฟ์ อโศก - พระราม 9),คอนโด,1 Bed 1 Bath,26,37,"15,000",,"อโศก, เพชรบุรีตัดใหม่, RCA, มศว ประสานมิตร, พระราม 9","MRT พระราม 9, ARL มักกะสัน, MRT เพชรบุรี",https://www.facebook.com/share/p/1DQhVUQPuY/?mibextid=wwXIfr,,https://www.facebook.com/share/p/17SoAUbUfW/?mibextid=wwXIfr,https://www.facebook.com/share/p/1HLqT263Ld/?mibextid=wwXIfr,แทรกด่วน
PTP6439,ชีท,20/12/2025,The Empire Place Condominium (ดิ เอ็มไพร์ เพลส),คอนโด,2 Bed 2 Bath,114.62,,"55,000",,เจริญนคร,"BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_CjofgIg.html,,https://www.facebook.com/share/p/1Cprm2zsBy/?mibextid=wwXIfr,https://m.facebook.com/story.php?story_fbid=pfbid02N3zrtyLRtu9ASGnEj7UaRintwXWKKtMEcxqY2phVXjws5TZCCmJQ2acpDZae7WHwl&id=100090894242559&mibextid=wwXIfr,
PTP6438,ชีท,20/12/2025,Land with Semi-Detached Townhouse Ladprao 101 Soi 19 (ที่ดิน ลาดพร้าว 101 ซอย 19),พื้นที่ให้เช่า/ขาย,,81,,,"5,990,000","ลาดพร้าว, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_CffCfIy.html,,https://www.facebook.com/share/p/1XN5hNWELn/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AcoLSwTQm/?mibextid=wwXIfr,
PTP6437,ชีท,20/12/2025,Life Ladprao Valley (ไลฟ์ ลาดพร้าว แวลลีย์),คอนโด,Studio,29,26,"19,000",,ลาดพร้าว,"BTS ห้าแยกลาดพร้าว, MRT พหลโยธิน, BTS พหลโยธิน 24",https://www.livinginsider.com/istockdetail/DIoooI_CIDIfjI.html,,https://www.facebook.com/share/p/1dGTeSwXX5/?mibextid=wwXIfr,https://www.facebook.com/share/p/1dGTeSwXX5/?mibextid=wwXIfr,
PTP6436,ชีท,20/12/2025,OKA HAUS Sukhumvit 36 (โอกะ เฮาส์ สุขุมวิท 36),คอนโด,1 Bed 1 Bath,34,36,"23,000",,"ทองหล่อ, อโศก, สุขุมวิท","BTS ทองหล่อ, MRT ศูนย์ประชุมแห่งชาติสิริกิติ์",https://www.livinginsider.com/istockdetail/DIoooI_bIfgyyo.html,,https://www.facebook.com/share/p/1hinS1oWQG/?mibextid=wwXIfr,https://www.facebook.com/share/p/1hinS1oWQG/?mibextid=wwXIfr,
PTP6435,ชีท,20/12/2025,Townhouse Garden View (ลาดพร้าว 126),บ้าน,3 Bed 3 Bath,125,3,"23,000","5,500,000","ลาดพร้าว, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_CjbCebf.html,,https://www.facebook.com/share/p/1CE6TQXDTd/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DT8iQhjyb/?mibextid=wwXIfr,
PTP6434,ชีท,20/12/2025,Ivy Ratchada (ไอวี่ รัชดา),คอนโด,Studio,31,3,"12,000",,"รัชดา, ห้วยขวาง","MRT สุทธิสาร, MRT รัชดาภิเษก",https://www.facebook.com/share/p/1CupKxykoJ/?,,https://www.facebook.com/share/p/1Asz4kvbJE/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DjznFWGcE/?mibextid=wwXIfr,
PTP6433,ชีท,20/12/2025,THE LINE Jatujak - Mochit (เดอะ ไลน์ จตุจักร - หมอชิต),คอนโด,1 Bed 1 Bath,27,27,"17,000","5,000,000",สะพานควาย จตุจักร,"MRT จตุจักร, BTS หมอชิต, MRT พหลโยธิน",https://www.facebook.com/share/p/17s6iVk4kW/?,,https://www.facebook.com/share/p/195NAvnshW/?mibextid=wwXIfr,https://www.facebook.com/share/p/1GdwNbcCyA/?mibextid=wwXIfr,
PTP6432,ชีท,20/12/2025,Indy 2 Bangna - Ramkhamhaeng 2 (อินดี้ 2 บางนา - รามคําแหง 2),บ้าน,2 Bed 3 Bath,122,2,"35,000",,"บางนา, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/1BzdoM5w4W/?,,https://www.facebook.com/share/p/1DLe3XYZB5/?mibextid=wwXIfr,https://www.facebook.com/share/p/17eYDWEy3C/?mibextid=wwXIfr,
PTP6431,ชีท,20/12/2025,IDEO Q Siam - Ratchathewi (ไอดีโอ คิว สยาม - ราชเทวี),คอนโด,1 Bed 1 Bath,34,19,"20,000",,ราชเทวี พญาไท,"BTS ราชเทวี, BTS พญาไท, BTS สยาม",https://www.facebook.com/share/p/1C2yPSPpNh/?,,https://www.facebook.com/share/p/1DR6ZMim9T/?mibextid=wwXIfr,https://www.facebook.com/share/p/17bRDt6ncy/?mibextid=wwXIfr,
PTP6430,ชีท,20/12/2025,Single House Sukhumvit 31 (บ้านเดี่ยว สุขุมวิท 31),บ้าน,5 Bed 5 Bath,400,4,"120,000",,"พร้อมพงษ์, สุขุมวิท",BTS พร้อมพงษ์,https://www.facebook.com/share/p/1LohEcXg8J/?,,https://www.facebook.com/share/p/16q15uXd9M/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AhVJCaZvw/?mibextid=wwXIfr,
PTP6429,ชีท,20/12/2025,IDEO Sathorn - Wongwian Yai (ไอดีโอ สาทร - วงเวียนใหญ่),คอนโด,Studio,28,8,"16,000",,"เจริญนคร, วงเวียนใหญ่","BTS กรุงธนบุรี, BTS วงเวียนใหญ่, BTS เจริญนคร",https://www.facebook.com/share/1Bg7TyNYJN/?mibextid=wwXIfr,,https://www.facebook.com/share/p/17cVw24BdR/?mibextid=wwXIfr,https://www.facebook.com/share/p/17p9zfy72p/?mibextid=wwXIfr,
PTP6428,ชีท,20/12/2025,Aspire Sukhumvit 48 (แอสปาย สุขุมวิท 48),คอนโด,2 Bed 2 Bath,54,5,"22,000",,"อ่อนนุช, อุดมสุข, พระโขนง","BTS พระโขนง, BTS อ่อนนุช",https://www.facebook.com/share/p/19tsfETRqX/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1Fm4ec1dtG/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Fm4ec1dtG/?mibextid=wwXIfr,
PTP6427,ชีท,20/12/2025,Baan Vibhavadi Condo (คอนโดบ้านวิภาวดี),คอนโด,2 Bed 1 Bath,57,5,"18,000",,รัชดา,MRT รัชดาภิเษก,https://www.facebook.com/share/p/1C2CJk2hpT/?mibextid=wwXIfr,,https://www.facebook.com/share/p/17hVqiNF6S/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DBk2u6uK6/?mibextid=wwXIfr,
PTP6426,ชีท,20/12/2025,ทาวน์เฮาส์ รัชดาภิเษก (Townhouse Ratchadaphisek),บ้าน,4 Bed 3 Bath,180,3,"45,000",,"รัชดา, ห้วยขวาง","MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร",https://www.facebook.com/share/p/1E1RAX2MXo/?mibextid=wwXIfr,,https://www.facebook.com/share/p/178FPnyVRa/?mibextid=wwXIfr,https://www.facebook.com/share/p/1F6BzrSLvt/?mibextid=wwXIfr,
PTP6425,ชีท,20/12/2025,Maestro 03 Ratchada - Rama 9 (มาเอสโตร 03 รัชดา - พระราม 9),คอนโด,2 Bed 2 Bath,66.5,3,"39,000",,"เพชรบุรีตัดใหม่, RCA, พระราม 9, ห้วยขวาง","MRT พระราม 9, MRT ศูนย์วัฒนธรรมแห่งประเทศไทย",https://www.livinginsider.com/istockdetail/DIoooI_Cjbbygy.html,,https://www.facebook.com/share/p/1UjKvmCnEf/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DUHnzhwJG/?mibextid=wwXIfr,
PTP6424,ชีท,19/12/2025,Lumpini Mixx Thepharak - Srinakarin (ลุมพินี มิกซ์ เทพารักษ์ - ศรีนครินทร์),คอนโด,2 Bed 2 Bath,43,3,"17,000",,"สมุทรปราการ สำโรง, เจริญนคร","MRT ศรีด่าน, MRT ศรีเทพา, BTS กรุงธนบุรี",https://www.livinginsider.com/istockdetail/DIoooI_CjbbIbI.html,,https://www.facebook.com/share/p/1AZVQq7qYT/?mibextid=wwXIfr,https://www.facebook.com/share/p/17D1vdnz26/?mibextid=wwXIfr,
PTP6423,ชีท,19/12/2025,Hive Taksin (ไฮฟ์ ตากสิน),คอนโด,2 Bed 2 Bath,67.3,8,"35,000",,"เจริญนคร, วงเวียนใหญ่","BTS กรุงธนบุรี, BTS วงเวียนใหญ่, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_CIDjIDI.html,,https://www.facebook.com/share/p/1AJK4cTsby/?mibextid=wwXIfr,https://www.facebook.com/share/p/17aoSpHrge/?mibextid=wwXIfr,
PTP6422,ชีท,19/12/2025,Vtara Sukhumvit 36 (วีธารา สุขุมวิท 36),คอนโด,1 Bed 1 Bath,29.5,3,"17,500",,"ทองหล่อ, อโศก, สุขุมวิท, พร้อมพงษ์","BTS พร้อมพงษ์, BTS ทองหล่อ",https://www.livinginsider.com/istockdetail/DIoooI_gbbgIe.html,,https://www.facebook.com/share/p/14UvueVbQPs/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AHZYe4AjM/?mibextid=wwXIfr,
PTP6421,ชีท,19/12/2025,Single House Sukhumvit 101/1 (บ้านเดี่ยว สุขุมวิท 101/1),บ้าน,4 Bed 2 Bath,80,,"50,000",,เจริญนคร,"BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/17kj9a5pEP/,https://www.facebook.com/naphatsorn.rueangsi/,https://www.facebook.com/share/p/14S29pEYdG2/?mibextid=wwXIfr,https://www.facebook.com/share/p/17ZMDihejp/?mibextid=wwXIfr,Single house Sukhumvit 101
PTP6420,ชีท,19/12/2025,Life Asoke Hype (ไลฟ์ อโศก ไฮป์),คอนโด,Studio,26.42,17,"17,000",,"อโศก, เพชรบุรีตัดใหม่, RCA, มศว ประสานมิตร, พระราม 9","ARL มักกะสัน, MRT พระราม 9, MRT เพชรบุรี",https://www.facebook.com/share/p/17BjervFiu/,https://www.facebook.com/TechawitJuBu/,https://www.facebook.com/share/p/1BVTywu4iW/?mibextid=wwXIfr,https://www.facebook.com/share/p/173TRdvtSg/?mibextid=wwXIfr,Life Asoke Hype
PTP6419,ชีท,19/12/2025,Nue Noble Faichai - Wanglang (นิว โนเบิล ไฟฉาย - วังหลัง),คอนโด,1 Bed 1 Bath,27,16,"15,000",,เจริญนคร,"BTS เจริญนคร, BTS กรุงธนบุรี",https://www.facebook.com/share/p/1A6nDmf6go/,https://www.facebook.com/yoss.ysk.2024/,https://www.facebook.com/share/p/17rWZNeHM6/?mibextid=wwXIfr,https://www.facebook.com/share/p/1C51opaYtg/?mibextid=wwXIfr,NUE Noble ไฟฉาย-วังหลัง
PTP6418,ชีท,19/12/2025,Aspire Sukhumvit 48 (แอสปาย สุขุมวิท 48),คอนโด,1 Bed 1 Bath,38,15,"16,000",,"อ่อนนุช, อุดมสุข, พระโขนง","BTS พระโขนง, BTS อ่อนนุช",https://www.facebook.com/share/p/1C1sEyMw2P/,https://www.facebook.com/lek.pitima/,https://www.facebook.com/share/p/1CBDr7NJ3K/?mibextid=wwXIfr,https://www.facebook.com/share/p/16gmenVtj6/?mibextid=wwXIfr,Aspire Sukhumvit 48
PTP6417,ชีท,19/12/2025,XT HUAIKWANG (เอ็กซ์ที ห้วยขวาง),คอนโด,1 Bed 1 Bath,30,6,"18,500",,"รัชดา, ห้วยขวาง","MRT ห้วยขวาง, MRT ศูนย์วัฒนธรรมแห่งประเทศไทย",https://www.facebook.com/share/p/1XNT2x5Vdq/,https://www.facebook.com/ikanfy/,https://www.facebook.com/share/p/19ov38Pntc/?mibextid=wwXIfr,https://www.facebook.com/share/p/1D49YLVBev/?mibextid=wwXIfr,XT ห้วยขวาง
PTP6416,ชีท,19/12/2025,Life Sukhumvit 48 (ไลฟ์ สุขุมวิท 48),คอนโด,2 Bed 2 Bath,,,"30,000",,"อ่อนนุช, อุดมสุข, พระโขนง","BTS พระโขนง, BTS อ่อนนุช",https://www.facebook.com/groups/prakard/permalink/4030579130411554/?sale_post_id=4030579130411554,https://www.facebook.com/piyaneeranat.s/,https://www.facebook.com/share/p/1DFZL6sL48/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BsmHEmZRV/?mibextid=wwXIfr,Life @ sukhumvit 48
PTP6415,ชีท,19/12/2025,Office & Studio Ladprao 15 (สำนักงาน + สตูดิโอ ลาดพร้าว 15),พื้นที่ให้เช่า/ขาย,1 Bed 1 Bath,66,2,"27,000",,ลาดพร้าว,"MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว",https://www.facebook.com/share/p/1ASn1NXm36/,https://www.facebook.com/patdanai.t/,https://www.facebook.com/share/p/16mYWNBAw1/?mibextid=wwXIfr,https://www.facebook.com/share/p/1EmnW3MsV8/?mibextid=wwXIfr,
PTP6414,ชีท,19/12/2025,Modern Style House near Don Mueang (บ้านเดี่ยวสไตล์โมเดิร์น ดอนเมือง),บ้าน,3 Bed 2 Bath,120,,"17,000",,"วิภาวดี ดอนเมือง หลักสี่, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร, BTS สายหลัก",https://www.livinginsider.com/istockdetail/DIoooI_CjboeCC.html,,https://www.facebook.com/share/p/1AcjXjsHZy/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DExxyiBCE/?mibextid=wwXIfr,
PTP6413,ชีท,19/12/2025,Whizdom Connect Sukhumvit (วิซดอม ค็อนเน็ค สุขุมวิท),คอนโด,2 Bed 1 Bath,39,,"25,000","6,000,000","อ่อนนุช, อุดมสุข, ปุณณวิถี, เจริญนคร","BTS ปุณณวิถี, BTS อุดมสุข, BTS กรุงธนบุรี",https://www.livinginsider.com/istockdetail/DIoooI_CjboegI.html,,https://www.facebook.com/share/p/17nAhdjUk4/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AMmrrkSxD/?mibextid=wwXIfr,
PTP6412,ชีท,19/12/2025,PYNN Pridi 20 (พินน์ ปรีดี 20),คอนโด,1 Bed 1 Bath,33.5,,"25,000",,"อ่อนนุช, อุดมสุข, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/1CLPZxiXtJ/,https://www.facebook.com/Praewpwl/,https://www.facebook.com/share/p/1BWUqCS5cN/?mibextid=wwXIfr,https://www.facebook.com/share/p/1MRb78Ruzi/?mibextid=wwXIfr,PYNN PRIDI 20
PTP6411,ชีท,19/12/2025,Townhouse Sukhumvit 48 (ทาวน์เฮ้าส์ สุขุมวิท 48),บ้าน,3 Bed 3 Bath,,3,"24,000",,"พร้อมพงษ์, สุขุมวิท, ทองหล่อ","BTS พร้อมพงษ์, BTS ทองหล่อ",https://www.facebook.com/share/p/1C6J7Beq3v/,https://www.facebook.com/nocturne.lover/,https://www.facebook.com/share/p/1DMasrbKyV/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AENVTZAYm/?mibextid=wwXIfr,ทาวน์เฮ้าส์กว้าง สุขุมวิท 48
PTP6410,ชีท,19/12/2025,Plum Condo Ramkhamhaeng Station (พลัม คอนโด รามคำแหง สเตชั่น),คอนโด,1 Bed 1 Bath,27,24,"11,000",,"เพชรบุรีตัดใหม่, RCA, พระราม 9, รามคำแหง","ARL รามคำแหง, MRT รามคำแหง",https://www.facebook.com/share/p/1HdL6vKoAv/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1C4FQQLn6Y/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DD5Y8a7Uk/?mibextid=wwXIfr,
